# Created by CAVA ensembl_db 2.0.13 based on Ensembl release 75
#GENEID	SYMBOL	Transcript	Protein
ENSG00000186092	OR4F5	ENST00000335137	ENSP00000334393
ENSG00000264872	MEST	ENST00000580802	ENSP00000463277
ENSG00000264872	MEST	ENST00000581860	ENSP00000463597
ENSG00000266779	COPG2	ENST00000582694	ENSP00000462407
ENSG00000266779	COPG2	ENST00000584639	ENSP00000464156
ENSG00000272014	ABBA01057584.1	ENST00000607773	ENSP00000475221
ENSG00000266159	TSGA13	ENST00000585083	ENSP00000463183
ENSG00000266159	TSGA13	ENST00000582211	ENSP00000462005
ENSG00000266265	KLF14	ENST00000583337	ENSP00000463287
ENSG00000269602	AGTR2	ENST00000601039	ENSP00000470282
ENSG00000268104	SLC6A14	ENST00000598581	ENSP00000470801
ENSG00000269010	CT83	ENST00000599215	ENSP00000472780
ENSG00000261309	KCNJ12	ENST00000609903	ENSP00000476405
ENSG00000261309	KCNJ12	ENST00000563509	ENSP00000456250
ENSG00000259857	C17orf51	ENST00000566305	ENSP00000454814
ENSG00000259857	C17orf51	ENST00000569911	ENSP00000455084
ENSG00000260458	KCNJ12	ENST00000567955	ENSP00000457807
ENSG00000260130	MYOM2	ENST00000566299	ENSP00000454232
ENSG00000260130	MYOM2	ENST00000569555	ENSP00000457433
ENSG00000272517	TGFA	ENST00000607651	ENSP00000475235
ENSG00000272517	TGFA	ENST00000607808	ENSP00000475945
ENSG00000272517	TGFA	ENST00000606814	ENSP00000475689
ENSG00000272517	TGFA	ENST00000607390	ENSP00000476123
ENSG00000272517	TGFA	ENST00000607257	ENSP00000475375
ENSG00000271760	ADD2	ENST00000607267	ENSP00000475838
ENSG00000271760	ADD2	ENST00000606038	ENSP00000475223
ENSG00000271760	ADD2	ENST00000606698	ENSP00000475993
ENSG00000271760	ADD2	ENST00000607524	ENSP00000475332
ENSG00000271760	ADD2	ENST00000607677	ENSP00000475595
ENSG00000272503	FIGLA	ENST00000606502	ENSP00000475436
ENSG00000272352	CLEC4F	ENST00000606720	ENSP00000476170
ENSG00000272352	CLEC4F	ENST00000606416	ENSP00000475790
ENSG00000272210	CD207	ENST00000605949	ENSP00000476003
ENSG00000271772	VAX2	ENST00000606689	ENSP00000475199
ENSG00000271809	ATP6V1B1	ENST00000606226	ENSP00000475397
ENSG00000271809	ATP6V1B1	ENST00000607021	ENSP00000475527
ENSG00000271961	AC007040.11	ENST00000607812	ENSP00000476102
ENSG00000271799	ANKRD53	ENST00000607239	ENSP00000475412
ENSG00000271799	ANKRD53	ENST00000606943	ENSP00000475232
ENSG00000271799	ANKRD53	ENST00000606958	ENSP00000475181
ENSG00000271799	ANKRD53	ENST00000607043	ENSP00000476058
ENSG00000272125	TEX261	ENST00000605944	ENSP00000476122
ENSG00000257413	YTHDC1	ENST00000552105	ENSP00000448618
ENSG00000257413	YTHDC1	ENST00000550485	ENSP00000447653
ENSG00000257652	AC019173.1	ENST00000552733	ENSP00000448271
ENSG00000258085	UGT2B15	ENST00000551239	ENSP00000448306
ENSG00000257745	UGT2B10	ENST00000549514	ENSP00000449012
ENSG00000257679	UGT2A3	ENST00000547910	ENSP00000447309
ENSG00000261352	ZNF90	ENST00000563337	ENSP00000458013
ENSG00000263255	ZNF486	ENST00000608997	ENSP00000476750
ENSG00000263255	ZNF486	ENST00000571001	ENSP00000459013
ENSG00000262578	ZNF737	ENST00000571873	ENSP00000458968
ENSG00000262578	ZNF737	ENST00000609715	ENSP00000477450
ENSG00000262249	ZNF626	ENST00000576839	ENSP00000460919
ENSG00000262249	ZNF626	ENST00000575791	ENSP00000458447
ENSG00000272997	ATP5SL	ENST00000608480	ENSP00000477071
ENSG00000272997	ATP5SL	ENST00000608528	ENSP00000477178
ENSG00000272997	ATP5SL	ENST00000608638	ENSP00000477129
ENSG00000272997	ATP5SL	ENST00000609840	ENSP00000477274
ENSG00000272997	ATP5SL	ENST00000608542	ENSP00000477151
ENSG00000272997	ATP5SL	ENST00000608186	ENSP00000477321
ENSG00000272997	ATP5SL	ENST00000608222	ENSP00000477461
ENSG00000272997	ATP5SL	ENST00000610123	ENSP00000477009
ENSG00000272997	ATP5SL	ENST00000607973	ENSP00000477500
ENSG00000273205	C19orf69	ENST00000609286	ENSP00000476343
ENSG00000272876	AC243960.1	ENST00000609082	ENSP00000476503
ENSG00000272708	CEACAM4	ENST00000608415	ENSP00000477439
ENSG00000272708	CEACAM4	ENST00000610017	ENSP00000476277
ENSG00000272684	CEACAM7	ENST00000609594	ENSP00000477131
ENSG00000272684	CEACAM7	ENST00000609425	ENSP00000476461
ENSG00000272684	CEACAM7	ENST00000608037	ENSP00000476785
ENSG00000272684	CEACAM7	ENST00000608193	ENSP00000476399
ENSG00000272743	CEACAM5	ENST00000608006	ENSP00000476688
ENSG00000272743	CEACAM5	ENST00000608968	ENSP00000477224
ENSG00000272743	CEACAM5	ENST00000607888	ENSP00000476879
ENSG00000272939	CEACAM6	ENST00000609036	ENSP00000477329
ENSG00000272611	CEACAM3	ENST00000608059	ENSP00000477018
ENSG00000272611	CEACAM3	ENST00000609689	ENSP00000476417
ENSG00000272611	CEACAM3	ENST00000610150	ENSP00000476397
ENSG00000273111	LYPD4	ENST00000609812	ENSP00000476510
ENSG00000273436	DMRTC2	ENST00000607981	ENSP00000476591
ENSG00000273436	DMRTC2	ENST00000610108	ENSP00000476360
ENSG00000272852	RPS19	ENST00000608106	ENSP00000476258
ENSG00000272852	RPS19	ENST00000609114	ENSP00000477489
ENSG00000272852	RPS19	ENST00000608215	ENSP00000476809
ENSG00000272985	CD79A	ENST00000608019	ENSP00000477348
ENSG00000272985	CD79A	ENST00000609866	ENSP00000476512
ENSG00000272879	ARHGEF1	ENST00000609002	ENSP00000476895
ENSG00000272879	ARHGEF1	ENST00000608832	ENSP00000477401
ENSG00000272879	ARHGEF1	ENST00000608715	ENSP00000477339
ENSG00000272881	RABAC1	ENST00000608549	ENSP00000476356
ENSG00000272881	RABAC1	ENST00000609693	ENSP00000477185
ENSG00000272881	RABAC1	ENST00000609926	ENSP00000476595
ENSG00000272584	ATP1A3	ENST00000609321	ENSP00000476705
ENSG00000272584	ATP1A3	ENST00000609746	ENSP00000476872
ENSG00000272584	ATP1A3	ENST00000608982	ENSP00000476333
ENSG00000272584	ATP1A3	ENST00000608177	ENSP00000476348
ENSG00000272706	GRIK5	ENST00000608156	ENSP00000477354
ENSG00000272706	GRIK5	ENST00000607949	ENSP00000476282
ENSG00000272706	GRIK5	ENST00000609917	ENSP00000476376
ENSG00000215642	AL360154.1	ENST00000545452	ENSP00000446137
ENSG00000262279	NCAM1	ENST00000589067	ENSP00000467954
ENSG00000262279	NCAM1	ENST00000586493	ENSP00000467515
ENSG00000262279	NCAM1	ENST00000592855	ENSP00000467282
ENSG00000262279	NCAM1	ENST00000576604	ENSP00000459932
ENSG00000262279	NCAM1	ENST00000590031	ENSP00000466544
ENSG00000262279	NCAM1	ENST00000591218	ENSP00000465154
ENSG00000262279	NCAM1	ENST00000593059	ENSP00000466769
ENSG00000262279	NCAM1	ENST00000591454	ENSP00000466696
ENSG00000262377	TTC12	ENST00000570674	ENSP00000461310
ENSG00000262377	TTC12	ENST00000574319	ENSP00000459476
ENSG00000262377	TTC12	ENST00000574586	ENSP00000458807
ENSG00000273078	PCDHA1	ENST00000608256	ENSP00000477468
ENSG00000273078	PCDHA1	ENST00000608508	ENSP00000476685
ENSG00000273078	PCDHA1	ENST00000610163	ENSP00000476445
ENSG00000273201	PCDHA2	ENST00000609785	ENSP00000476636
ENSG00000273201	PCDHA2	ENST00000607904	ENSP00000477169
ENSG00000273201	PCDHA2	ENST00000608571	ENSP00000476465
ENSG00000272818	PCDHA3	ENST00000609566	ENSP00000476638
ENSG00000272818	PCDHA3	ENST00000609521	ENSP00000477095
ENSG00000272756	PCDHA4	ENST00000610259	ENSP00000476942
ENSG00000272756	PCDHA4	ENST00000609302	ENSP00000476794
ENSG00000272756	PCDHA4	ENST00000609250	ENSP00000477235
ENSG00000273146	PCDHA5	ENST00000609918	ENSP00000476720
ENSG00000273146	PCDHA5	ENST00000609631	ENSP00000477403
ENSG00000273146	PCDHA5	ENST00000608698	ENSP00000476289
ENSG00000273256	PCDHA6	ENST00000608670	ENSP00000477179
ENSG00000273256	PCDHA6	ENST00000608977	ENSP00000477064
ENSG00000272615	PCDHA7	ENST00000609416	ENSP00000476654
ENSG00000272615	PCDHA7	ENST00000608494	ENSP00000476268
ENSG00000273263	PCDHA8	ENST00000608180	ENSP00000477112
ENSG00000273263	PCDHA8	ENST00000609927	ENSP00000476833
ENSG00000272794	PCDHA9	ENST00000609908	ENSP00000476676
ENSG00000272794	PCDHA9	ENST00000608334	ENSP00000476990
ENSG00000272935	PCDHA10	ENST00000608235	ENSP00000477201
ENSG00000272935	PCDHA10	ENST00000608801	ENSP00000477096
ENSG00000273029	AC005609.3	ENST00000610232	ENSP00000476425
ENSG00000273220	PCDHA11	ENST00000610166	ENSP00000476622
ENSG00000273317	PCDHA12	ENST00000609779	ENSP00000476865
ENSG00000272974	PCDHA13	ENST00000607911	ENSP00000476477
ENSG00000272974	PCDHA13	ENST00000608274	ENSP00000477238
ENSG00000272550	PCDHAC1	ENST00000609148	ENSP00000476681
ENSG00000272550	PCDHAC1	ENST00000609353	ENSP00000477369
ENSG00000272548	PCDHAC2	ENST00000608518	ENSP00000476877
ENSG00000272731	PCDHB1	ENST00000609037	ENSP00000477055
ENSG00000260225	PCDHB2	ENST00000564042	ENSP00000476339
ENSG00000272585	PCDHB3	ENST00000608033	ENSP00000477430
ENSG00000272633	PCDHB4	ENST00000608550	ENSP00000476423
ENSG00000273383	PCDHB5	ENST00000608889	ENSP00000476335
ENSG00000273392	PCDHB6	ENST00000610079	ENSP00000477410
ENSG00000273392	PCDHB6	ENST00000609535	ENSP00000476648
ENSG00000273039	PCDHB17	ENST00000610204	ENSP00000477003
ENSG00000272845	PCDHB7	ENST00000608149	ENSP00000476752
ENSG00000273227	PCDHB8	ENST00000608800	ENSP00000477260
ENSG00000272674	AC244517.1	ENST00000609684	ENSP00000477314
ENSG00000268060	PCDHB10	ENST00000599465	ENSP00000476802
ENSG00000262565	PCDHB11	ENST00000609733	ENSP00000477058
ENSG00000262565	PCDHB11	ENST00000608766	ENSP00000476597
ENSG00000272903	PCDHB12	ENST00000609732	ENSP00000476372
ENSG00000272903	PCDHB12	ENST00000608723	ENSP00000477315
ENSG00000273357	PCDHB13	ENST00000609173	ENSP00000476836
ENSG00000273310	PCDHB14	ENST00000608947	ENSP00000477279
ENSG00000273310	PCDHB14	ENST00000609603	ENSP00000477007
ENSG00000272641	PCDHB15	ENST00000609806	ENSP00000476593
ENSG00000272653	SLC25A2	ENST00000609079	ENSP00000476803
ENSG00000260069	TBC1D3B	ENST00000565346	ENSP00000457538
ENSG00000260069	TBC1D3B	ENST00000568769	ENSP00000456382
ENSG00000260199	CCL3L3	ENST00000565629	ENSP00000457469
ENSG00000260717	CCL4L1	ENST00000563802	ENSP00000455820
ENSG00000260717	CCL4L1	ENST00000564234	ENSP00000456123
ENSG00000260717	CCL4L1	ENST00000563132	ENSP00000458095
ENSG00000260717	CCL4L1	ENST00000569856	ENSP00000456951
ENSG00000260717	CCL4L1	ENST00000567858	ENSP00000454525
ENSG00000260717	CCL4L1	ENST00000567807	ENSP00000456156
ENSG00000260717	CCL4L1	ENST00000562236	ENSP00000456735
ENSG00000260717	CCL4L1	ENST00000567608	ENSP00000455148
ENSG00000259795	TBC1D3	ENST00000563420	ENSP00000458066
ENSG00000259795	TBC1D3	ENST00000564188	ENSP00000454564
ENSG00000260287	TBC1D3G	ENST00000569055	ENSP00000456861
ENSG00000259801	AC126327.5	ENST00000562779	ENSP00000457019
ENSG00000261256	AC126327.6	ENST00000563049	ENSP00000455318
ENSG00000260952	ZNHIT3	ENST00000562164	ENSP00000456878
ENSG00000260164	MYO19	ENST00000561703	ENSP00000455218
ENSG00000260164	MYO19	ENST00000566688	ENSP00000455748
ENSG00000261300	PIGW	ENST00000561548	ENSP00000455647
ENSG00000260508	GGNBP2	ENST00000567775	ENSP00000455968
ENSG00000261508	DHRS11	ENST00000568873	ENSP00000456222
ENSG00000262595	MRM1	ENST00000574604	ENSP00000460520
ENSG00000268431	PRRG1	ENST00000593312	ENSP00000469094
ENSG00000268431	PRRG1	ENST00000593805	ENSP00000470278
ENSG00000268431	PRRG1	ENST00000600043	ENSP00000469699
ENSG00000268431	PRRG1	ENST00000597842	ENSP00000472527
ENSG00000268431	PRRG1	ENST00000594336	ENSP00000470380
ENSG00000269550	TM4SF2	ENST00000596599	ENSP00000473142
ENSG00000269670	LANCL3	ENST00000600106	ENSP00000471755
ENSG00000269670	LANCL3	ENST00000600316	ENSP00000468924
ENSG00000272185	AC233297.1	ENST00000606137	ENSP00000476064
ENSG00000269380	XK	ENST00000601300	ENSP00000469825
ENSG00000268765	CYBB	ENST00000596392	ENSP00000468868
ENSG00000268765	CYBB	ENST00000600599	ENSP00000470547
ENSG00000268765	CYBB	ENST00000602259	ENSP00000469904
ENSG00000272602	ZNF595	ENST00000609714	ENSP00000476435
ENSG00000272602	ZNF595	ENST00000608301	ENSP00000477460
ENSG00000272602	ZNF595	ENST00000609877	ENSP00000477269
ENSG00000272602	ZNF595	ENST00000610261	ENSP00000477392
ENSG00000273324	AC253576.3	ENST00000608764	ENSP00000476734
ENSG00000272889	ZNF732	ENST00000609593	ENSP00000476843
ENSG00000272957	ZNF141	ENST00000609083	ENSP00000477371
ENSG00000272957	ZNF141	ENST00000609105	ENSP00000476493
ENSG00000272957	ZNF141	ENST00000608798	ENSP00000477280
ENSG00000272580	ZNF721	ENST00000609077	ENSP00000476431
ENSG00000272580	ZNF721	ENST00000608633	ENSP00000477250
ENSG00000272580	ZNF721	ENST00000608343	ENSP00000477498
ENSG00000272607	PIGG	ENST00000608848	ENSP00000476904
ENSG00000272607	PIGG	ENST00000609441	ENSP00000477473
ENSG00000272607	PIGG	ENST00000609956	ENSP00000476441
ENSG00000272607	PIGG	ENST00000609968	ENSP00000476666
ENSG00000272607	PIGG	ENST00000607909	ENSP00000477106
ENSG00000272607	PIGG	ENST00000608630	ENSP00000477115
ENSG00000272607	PIGG	ENST00000610174	ENSP00000476513
ENSG00000272607	PIGG	ENST00000609815	ENSP00000476639
ENSG00000272398	CD24	ENST00000606017	ENSP00000475625
ENSG00000271867	C6orf203	ENST00000607310	ENSP00000475835
ENSG00000271867	C6orf203	ENST00000606751	ENSP00000476138
ENSG00000271867	C6orf203	ENST00000606920	ENSP00000475514
ENSG00000271753	BEND3	ENST00000606766	ENSP00000475316
ENSG00000271753	BEND3	ENST00000607422	ENSP00000475698
ENSG00000272309	PDSS2	ENST00000607442	ENSP00000476128
ENSG00000272309	PDSS2	ENST00000607846	ENSP00000475322
ENSG00000272309	PDSS2	ENST00000607324	ENSP00000475526
ENSG00000271342	SLC9A7	ENST00000605845	ENSP00000473732
ENSG00000271091	RP2	ENST00000603075	ENSP00000474087
ENSG00000270459	CXorf31	ENST00000605018	ENSP00000473756
ENSG00000271363	PHF16	ENST00000604041	ENSP00000474355
ENSG00000270349	RGN	ENST00000605133	ENSP00000474876
ENSG00000270349	RGN	ENST00000604471	ENSP00000474983
ENSG00000270349	RGN	ENST00000604038	ENSP00000474799
ENSG00000270349	RGN	ENST00000604343	ENSP00000473757
ENSG00000270272	NDUFB11	ENST00000603101	ENSP00000474333
ENSG00000270272	NDUFB11	ENST00000605840	ENSP00000474961
ENSG00000271352	RBM10	ENST00000603045	ENSP00000474744
ENSG00000271352	RBM10	ENST00000604931	ENSP00000474848
ENSG00000271352	RBM10	ENST00000603922	ENSP00000475019
ENSG00000271310	UBA1	ENST00000604887	ENSP00000474569
ENSG00000271310	UBA1	ENST00000605619	ENSP00000474757
ENSG00000271310	UBA1	ENST00000603010	ENSP00000475067
ENSG00000270633	CDK16	ENST00000604531	ENSP00000474779
ENSG00000270633	CDK16	ENST00000605853	ENSP00000475112
ENSG00000270633	CDK16	ENST00000605184	ENSP00000474747
ENSG00000270633	CDK16	ENST00000603165	ENSP00000474587
ENSG00000262655	SPON1	ENST00000576479	ENSP00000460236
ENSG00000262489	RRAS2	ENST00000574530	ENSP00000460998
ENSG00000262489	RRAS2	ENST00000572397	ENSP00000459423
ENSG00000262489	RRAS2	ENST00000572894	ENSP00000458232
ENSG00000262489	RRAS2	ENST00000573870	ENSP00000458679
ENSG00000262489	RRAS2	ENST00000571727	ENSP00000460749
ENSG00000262489	RRAS2	ENST00000572201	ENSP00000460504
ENSG00000263185	TEX2	ENST00000571438	ENSP00000459081
ENSG00000263185	TEX2	ENST00000580932	ENSP00000461913
ENSG00000263185	TEX2	ENST00000580023	ENSP00000462409
ENSG00000261371	PECAM1	ENST00000563924	ENSP00000457421
ENSG00000263304	MILR1	ENST00000571603	ENSP00000459467
ENSG00000262917	POLG2	ENST00000573512	ENSP00000460705
ENSG00000263077	DDX5	ENST00000574715	ENSP00000459637
ENSG00000263077	DDX5	ENST00000576550	ENSP00000460989
ENSG00000263046	CEP95	ENST00000577141	ENSP00000459319
ENSG00000263046	CEP95	ENST00000582945	ENSP00000462448
ENSG00000262909	SMURF2	ENST00000573633	ENSP00000461327
ENSG00000269703	AC244163.2	ENST00000599974	ENSP00000471337
ENSG00000268667	TMSB15B	ENST00000600894	ENSP00000471353
ENSG00000268381	H2BFWT	ENST00000598499	ENSP00000470638
ENSG00000269685	H2BFM	ENST00000597637	ENSP00000470762
ENSG00000269685	H2BFM	ENST00000596101	ENSP00000471405
ENSG00000269226	TMSB15B	ENST00000598087	ENSP00000472749
ENSG00000269743	SLC25A53	ENST00000594199	ENSP00000468980
ENSG00000268176	ZCCHC18	ENST00000599283	ENSP00000474120
ENSG00000268570	FAM199X	ENST00000599396	ENSP00000468961
ENSG00000268259	ESX1	ENST00000595622	ENSP00000472672
ENSG00000266592	AKR1C1	ENST00000578362	ENSP00000462940
ENSG00000266592	AKR1C1	ENST00000582412	ENSP00000462966
ENSG00000266592	AKR1C1	ENST00000584844	ENSP00000464152
ENSG00000265231	AKR1C2	ENST00000580545	ENSP00000464045
ENSG00000265231	AKR1C2	ENST00000578591	ENSP00000464211
ENSG00000265685	AKR1C3	ENST00000585191	ENSP00000462706
ENSG00000265685	AKR1C3	ENST00000583876	ENSP00000464178
ENSG00000266359	AKR1C4	ENST00000583238	ENSP00000464270
ENSG00000265608	UCN3	ENST00000579273	ENSP00000464526
ENSG00000263440	TUBAL3	ENST00000582002	ENSP00000464037
ENSG00000263440	TUBAL3	ENST00000581892	ENSP00000463918
ENSG00000261516	ZNF707	ENST00000567310	ENSP00000455926
ENSG00000261516	ZNF707	ENST00000563379	ENSP00000457652
ENSG00000261516	ZNF707	ENST00000568259	ENSP00000454378
ENSG00000260463	MAPK15	ENST00000565147	ENSP00000457917
ENSG00000260463	MAPK15	ENST00000567917	ENSP00000455873
ENSG00000260463	MAPK15	ENST00000566107	ENSP00000456140
ENSG00000261380	FAM83H	ENST00000565208	ENSP00000454975
ENSG00000260968	SCRIB	ENST00000567584	ENSP00000456561
ENSG00000260968	SCRIB	ENST00000569114	ENSP00000455629
ENSG00000260968	SCRIB	ENST00000564122	ENSP00000456859
ENSG00000260485	PUF60	ENST00000563311	ENSP00000454452
ENSG00000260485	PUF60	ENST00000563654	ENSP00000454436
ENSG00000260485	PUF60	ENST00000568960	ENSP00000454822
ENSG00000260485	PUF60	ENST00000566765	ENSP00000455879
ENSG00000260485	PUF60	ENST00000569567	ENSP00000456170
ENSG00000260485	PUF60	ENST00000567937	ENSP00000456640
ENSG00000260533	NRBP2	ENST00000568732	ENSP00000457135
ENSG00000261150	EPPK1	ENST00000568225	ENSP00000456124
ENSG00000261109	PLEC	ENST00000568193	ENSP00000455828
ENSG00000261109	PLEC	ENST00000564962	ENSP00000456105
ENSG00000261109	PLEC	ENST00000565557	ENSP00000457504
ENSG00000261109	PLEC	ENST00000565080	ENSP00000454566
ENSG00000261109	PLEC	ENST00000561589	ENSP00000454242
ENSG00000261109	PLEC	ENST00000561919	ENSP00000455773
ENSG00000261109	PLEC	ENST00000567302	ENSP00000456732
ENSG00000261109	PLEC	ENST00000565268	ENSP00000455881
ENSG00000261109	PLEC	ENST00000568204	ENSP00000454559
ENSG00000261660	PARP10	ENST00000565818	ENSP00000455743
ENSG00000261660	PARP10	ENST00000568154	ENSP00000456537
ENSG00000261660	PARP10	ENST00000562335	ENSP00000455001
ENSG00000261721	GRINA	ENST00000569564	ENSP00000456043
ENSG00000260319	SPATC1	ENST00000567097	ENSP00000458034
ENSG00000260319	SPATC1	ENST00000569368	ENSP00000454270
ENSG00000260189	EXOSC4	ENST00000568113	ENSP00000455706
ENSG00000260189	EXOSC4	ENST00000567591	ENSP00000457414
ENSG00000260226	GPAA1	ENST00000564504	ENSP00000456208
ENSG00000260226	GPAA1	ENST00000562454	ENSP00000457816
ENSG00000267960	RHOXF2B	ENST00000601882	ENSP00000469631
ENSG00000268349	RHOXF1	ENST00000597523	ENSP00000469780
ENSG00000268919	RHOXF2	ENST00000595841	ENSP00000473010
ENSG00000269603	ZBTB33	ENST00000599507	ENSP00000471279
ENSG00000269603	ZBTB33	ENST00000602186	ENSP00000470483
ENSG00000268760	TMEM255A	ENST00000596779	ENSP00000472537
ENSG00000268760	TMEM255A	ENST00000595610	ENSP00000469665
ENSG00000268760	TMEM255A	ENST00000594129	ENSP00000469145
ENSG00000268760	TMEM255A	ENST00000593758	ENSP00000470130
ENSG00000261125	HAP1	ENST00000562865	ENSP00000455133
ENSG00000261125	HAP1	ENST00000568643	ENSP00000455978
ENSG00000261125	HAP1	ENST00000568276	ENSP00000454909
ENSG00000261125	HAP1	ENST00000568474	ENSP00000456169
ENSG00000261577	JUP	ENST00000565220	ENSP00000454630
ENSG00000261577	JUP	ENST00000562805	ENSP00000456867
ENSG00000261577	JUP	ENST00000565780	ENSP00000457186
ENSG00000261163	LEPREL4	ENST00000567301	ENSP00000454226
ENSG00000261258	FKBP10	ENST00000566592	ENSP00000456130
ENSG00000261258	FKBP10	ENST00000568842	ENSP00000455335
ENSG00000260753	NT5C3B	ENST00000565508	ENSP00000454820
ENSG00000260753	NT5C3B	ENST00000567084	ENSP00000456492
ENSG00000260753	NT5C3B	ENST00000569139	ENSP00000454620
ENSG00000261631	KLHL10	ENST00000568725	ENSP00000454897
ENSG00000259896	KLHL11	ENST00000569845	ENSP00000457872
ENSG00000260245	ACLY	ENST00000564506	ENSP00000455275
ENSG00000260245	ACLY	ENST00000567793	ENSP00000456811
ENSG00000260703	TTC25	ENST00000569541	ENSP00000458114
ENSG00000260283	CNP	ENST00000562963	ENSP00000457200
ENSG00000260283	CNP	ENST00000563912	ENSP00000454542
ENSG00000262684	DNAJC7	ENST00000572436	ENSP00000460089
ENSG00000262684	DNAJC7	ENST00000577172	ENSP00000461130
ENSG00000260770	NKIRAS2	ENST00000562265	ENSP00000457014
ENSG00000260770	NKIRAS2	ENST00000561861	ENSP00000455221
ENSG00000260770	NKIRAS2	ENST00000568696	ENSP00000456949
ENSG00000260770	NKIRAS2	ENST00000569942	ENSP00000457286
ENSG00000260770	NKIRAS2	ENST00000570113	ENSP00000458054
ENSG00000260770	NKIRAS2	ENST00000563097	ENSP00000457265
ENSG00000260770	NKIRAS2	ENST00000563653	ENSP00000462262
ENSG00000260320	ZNF385C	ENST00000565920	ENSP00000454663
ENSG00000260178	DHX58	ENST00000563880	ENSP00000455290
ENSG00000259958	KAT2A	ENST00000564173	ENSP00000456712
ENSG00000260325	HSPB9	ENST00000565659	ENSP00000458018
ENSG00000261378	RAB5C	ENST00000565751	ENSP00000457972
ENSG00000261378	RAB5C	ENST00000570252	ENSP00000455563
ENSG00000268110	UBE4A	ENST00000601574	ENSP00000470382
ENSG00000268110	UBE4A	ENST00000597644	ENSP00000470009
ENSG00000268110	UBE4A	ENST00000599552	ENSP00000469792
ENSG00000269381	RP11-770J1.5	ENST00000601832	ENSP00000470219
ENSG00000268551	ATP5L	ENST00000599678	ENSP00000470795
ENSG00000268551	ATP5L	ENST00000596478	ENSP00000472282
ENSG00000267955	RP11-770J1.4	ENST00000601013	ENSP00000469857
ENSG00000267910	KMT2A	ENST00000595462	ENSP00000472616
ENSG00000267910	KMT2A	ENST00000601525	ENSP00000469803
ENSG00000267910	KMT2A	ENST00000594623	ENSP00000471365
ENSG00000269115	TTC36	ENST00000595779	ENSP00000468925
ENSG00000269115	TTC36	ENST00000598891	ENSP00000469257
ENSG00000269319	TMEM25	ENST00000597742	ENSP00000471941
ENSG00000269319	TMEM25	ENST00000602097	ENSP00000471739
ENSG00000269319	TMEM25	ENST00000596699	ENSP00000469390
ENSG00000269319	TMEM25	ENST00000598004	ENSP00000471219
ENSG00000269319	TMEM25	ENST00000601595	ENSP00000471599
ENSG00000269319	TMEM25	ENST00000599473	ENSP00000472542
ENSG00000269319	TMEM25	ENST00000596183	ENSP00000469796
ENSG00000269319	TMEM25	ENST00000598413	ENSP00000469583
ENSG00000269319	TMEM25	ENST00000598958	ENSP00000469062
ENSG00000269278	IFT46	ENST00000597276	ENSP00000472064
ENSG00000269278	IFT46	ENST00000598014	ENSP00000470937
ENSG00000269278	IFT46	ENST00000595543	ENSP00000471506
ENSG00000269382	ARCN1	ENST00000593602	ENSP00000468926
ENSG00000269382	ARCN1	ENST00000594860	ENSP00000469662
ENSG00000269382	ARCN1	ENST00000595576	ENSP00000472479
ENSG00000269382	ARCN1	ENST00000596715	ENSP00000471768
ENSG00000267867	PHLDB1	ENST00000601898	ENSP00000470046
ENSG00000267867	PHLDB1	ENST00000600882	ENSP00000469820
ENSG00000268021	TREH	ENST00000603256	ENSP00000473867
ENSG00000268021	TREH	ENST00000602002	ENSP00000471255
ENSG00000269612	DDX6	ENST00000596625	ENSP00000471023
ENSG00000269612	DDX6	ENST00000593895	ENSP00000472890
ENSG00000269612	DDX6	ENST00000600727	ENSP00000469200
ENSG00000273326	TAS2R7	ENST00000574656	ENSP00000458498
ENSG00000272712	TAS2R8	ENST00000572823	ENSP00000461158
ENSG00000273086	TAS2R9	ENST00000573524	ENSP00000460247
ENSG00000263247	PRR4	ENST00000576999	ENSP00000461695
ENSG00000263247	PRR4	ENST00000574424	ENSP00000459468
ENSG00000263247	PRR4	ENST00000574037	ENSP00000461332
ENSG00000272805	TAS2R10	ENST00000576159	ENSP00000461683
ENSG00000273457	TAS2R13	ENST00000574870	ENSP00000461365
ENSG00000272803	PRH2	ENST00000575657	ENSP00000461041
ENSG00000272803	PRH2	ENST00000572141	ENSP00000458690
ENSG00000261984	TAS2R14	ENST00000575008	ENSP00000458544
ENSG00000273431	TAS2R50	ENST00000575654	ENSP00000458551
ENSG00000273092	TAS2R20	ENST00000570941	ENSP00000459353
ENSG00000263028	TAS2R19	ENST00000573562	ENSP00000461533
ENSG00000263097	TAS2R31	ENST00000572376	ENSP00000459810
ENSG00000268763	AC018630.2	ENST00000602245	ENSP00000470521
ENSG00000262525	TAS2R46	ENST00000574263	ENSP00000460229
ENSG00000262612	TAS2R43	ENST00000571879	ENSP00000458723
ENSG00000262111	TAS2R30	ENST00000576640	ENSP00000458170
ENSG00000261677	PTPLA	ENST00000564712	ENSP00000454894
ENSG00000261677	PTPLA	ENST00000568800	ENSP00000455093
ENSG00000260045	STAM	ENST00000565101	ENSP00000456885
ENSG00000260324	TMEM236	ENST00000569785	ENSP00000457455
ENSG00000260314	MRC1	ENST00000569591	ENSP00000455897
ENSG00000268377	TCEAL6	ENST00000598476	ENSP00000468830
ENSG00000268377	TCEAL6	ENST00000597954	ENSP00000469264
ENSG00000269503	BEX5	ENST00000602137	ENSP00000469622
ENSG00000269503	BEX5	ENST00000594094	ENSP00000469862
